ID	URL	Title	Author	Year	Language	License
5135	http://ota.ox.ac.uk/text/5135.txt	A compendious history of the British churches in England, Scotland, Ireland, and America. By John Brown.: [pt.1]	Brown, John, 1722-1787.	1784]	English	CC BY-SA
4963	http://ota.ox.ac.uk/text/4963.txt	Spanish memoirs: in a series of original letters. Containing the history of Donna Isabella della Villarea, ... Published by the author of Maria, or the generous rustic. In two volumes. ... [pt.2]	Berkeley, George Monck, 1763-1793.	1787.	English	CC BY-SA
5590	http://ota.ox.ac.uk/text/5590.txt	Antidotaria; or, a collection of antidotes against the plague, and other malignant diseases. Together, with some decent and useful remarks, on the late Pharmacopeia Londinensis, ... By Joseph Browne, L.L.M.D	Browne, Joseph, fl. 1700-1721.	1721.	English	CC BY-SA
4508	http://ota.ox.ac.uk/text/4508.txt	A system of magick; or, a history of the black art: Being an historical account of mankind's most early dealing with the Devil; and how the acquaintance on both sides first begun.	Defoe, Daniel, 1661?-1731.	1728.	English	CC BY-SA
3134	http://ota.ox.ac.uk/text/3134.txt	David Harum: a story of American life	Westcott, Edward Noyes, 1847-1898	1898	English	CC BY-SA
4607	http://ota.ox.ac.uk/text/4607.txt	Advice to the Tories who have taken the oaths	Berkeley, George, 1685-1753.	1715.	English	CC BY-SA
3185	http://ota.ox.ac.uk/text/3185.txt	In the South Seas	Stevenson, Robert Louis, 1850-1894	1891	English	CC BY-SA
4754	http://ota.ox.ac.uk/text/4754.txt	Sermons, by Alexander Gerard, D.D.: [pt.1]	Gerard, Alexander, 1728-1795.	1780-82.	English	CC BY-SA
3110	http://ota.ox.ac.uk/text/3110.txt	Right at last	Gaskell, Elizabeth Cleghorn, 1810-1865	1858	English	CC BY-SA
5002	http://ota.ox.ac.uk/text/5002.txt	An answer to the first part of The age of reason: Printed in 1794. By Thomas Taylor, V.D.M.	Taylor, Thomas, 1738-1816.	1796.	English	CC BY-SA
5094	http://ota.ox.ac.uk/text/5094.txt	The thresher's miscellany: or, poems on several subjects, written by Arthur Duck. Now a poor thresher in the county of Suffolk, ... though formerly an Eton-scholar. ...	Duck, Arthur.	1730.	English	CC BY-SA
5047	http://ota.ox.ac.uk/text/5047.txt	The habitable world described: or the present state of the people in all parts of the globe, from north to south; shewing the situation, extent, climate, ... including all the new discoveries: ... With a great variety of maps and copper-plates, ... By the Rev. Dr. John Trusler. ... [pt.13]	Trusler, John, 1735-1820.	1788-97.	English	CC BY-SA
3439	http://ota.ox.ac.uk/text/3439.txt	To Mr. Gray, on his odes	Garrick, David, 1717-1779.	1797?]	English	CC BY-SA
3518	http://ota.ox.ac.uk/text/3518.txt	The delicate distress, a novel: in letters. In two volumes. By Frances. ... [pt.1]	Griffith, Mrs. (Elizabeth), 1720?-1793.	1787.	English	CC BY-SA
4862	http://ota.ox.ac.uk/text/4862.txt	Select letters between the late Duchess of Somerset, Lady Luxborough, ... and others; including a sketch of the manners, laws, &amp;c. of the republic of Venice, ... The whole now first published from original copies, by Mr. Hull. In two volumes: [pt.1]	(unknown)	1778.	English	CC BY-SA
4790	http://ota.ox.ac.uk/text/4790.txt	Caractacus: a dramatic poem: written on the model of the ancient Greek tragedy. By the author of Elfrida.	Mason, William, 1725-1797.	1759.	English	CC BY-SA
5234	http://ota.ox.ac.uk/text/5234.txt	Shakespear illustrated: or the novels and histories, on which the plays of Shakespear are founded, collected and translated from the original authors. With critical remarks. In two volumes. By the author of The female Quixote. [pt.2]	Lennox, Charlotte, ca. 1729-1804.	1753.	English	CC BY-SA
4419	http://ota.ox.ac.uk/text/4419.txt	The history of Lady Julia Mandeville: In two volumes. By the translator of Lady Catesby's letters. [pt.2]	Brooke, Frances, 1724?-1789.	1763.	English	CC BY-SA
4620	http://ota.ox.ac.uk/text/4620.txt	A dissertation on antient tragedy	Francklin, Thomas, 1721-1784.	1760]	English	CC BY-SA
5721	http://ota.ox.ac.uk/text/5721.txt	THE TRAGEDIE OF ROMEO and IVLIET	Shakespeare, William, 1564-1616	1623	English	CC BY-SA
3025	http://ota.ox.ac.uk/text/3025.txt	The rape of the Lock: an heroi-comical poem in five canto's 	Pope, Alexander, 1688-1744	1714	English	CC BY-SA
4733	http://ota.ox.ac.uk/text/4733.txt	The children's friend: Translated from the French of M. Berquin; complete in four volumes. Ornamented with frontispieces. [pt.3]	Berquin, M. (Arnaud), 1747-1791.	1788.	English	CC BY-SA
3538	http://ota.ox.ac.uk/text/3538.txt	The good natur'd man: a comedy. As performed at the Theatre-Royal in Covent-Garden. By Mr. Goldsmith.	Goldsmith, Oliver, 1730?-1774.	1768.	English	CC BY-SA
3238	http://ota.ox.ac.uk/text/3238.txt	Roderick Hudson	James, Henry, 1843-1916	1875	English	CC BY-SA
5209	http://ota.ox.ac.uk/text/5209.txt	Remarks on several very important prophecies: In five parts. ... By Granville Sharp.	Sharp, Granville, 1735-1813.	1768.	English	CC BY-SA
4656	http://ota.ox.ac.uk/text/4656.txt	Elegy on the death of His Grace the Duke of Rutland. By Dr. Delap	Delap, J. (John), 1725-1812.	1788.	English	CC BY-SA
3983	http://ota.ox.ac.uk/text/3983.txt	The golden pippin: an English burletta, in three acts. As it is performed at the Theatre-Royal, Covent-Garden. By the author of Midas.	O'Hara, Kane, 1714?-1782.	1773.	English	CC BY-SA
5673	http://ota.ox.ac.uk/text/5673.txt	The parent's assistant; or, stories for children. Part I. Containing, The Little Dog Trusty; OR, The Liar And Boy Of Truth. The Orange Man; OR, The Honest Boy And The Thief. Tarlton. Lazy Lawrence. The False Key: and Barring-Out. To which is prefixed, an address to parents.	Edgeworth, Maria, 1767-1849.	1796.	English	CC BY-SA
4794	http://ota.ox.ac.uk/text/4794.txt	Hymns founded on various texts in the holy scriptures: By the late Reverend Philip Doddridge, D.D. Published from the author's manuscript by Job Orton.	Doddridge, Philip, 1702-1751.	1755.	English	CC BY-SA
3725	http://ota.ox.ac.uk/text/3725.txt	The whole proceedings on the trial of an information exhibited ex officio by the King's Attorney-General against Thomas Paine: for a libel upon the Revolution and settlement of the Crown and regal government as by law established; ... Tried by a special jury in the Court of King's Bench, Guildhall, on Tuesday, the 18th of December, 1792. ... Taken in short-hand by Joseph Gurney.	Paine, Thomas, 1737-1809.	1793.	English	CC BY-SA
3654	http://ota.ox.ac.uk/text/3654.txt	Epistles to several persons	Pope, Alexander, 1688-1744.	1744]	English	CC BY-SA
3966	http://ota.ox.ac.uk/text/3966.txt	Dorando: a Spanish tale.	Boswell, James, 1740-1795.	1767.	English	CC BY-SA
5128	http://ota.ox.ac.uk/text/5128.txt	Explanatory remarks upon The life and opinions of Tristram Shandy: wherein, the morals and politics of this piece are clearly laid open, by Jeremiah Kunastrokius, M.D.	Sterne, Laurence, 1713-1768.	1760.	English	CC BY-SA
3027	http://ota.ox.ac.uk/text/3027.txt	Ovid's elegies	Marlowe, Christopher, 1564-1593; Ovid	1587	English	CC BY-SA
4280	http://ota.ox.ac.uk/text/4280.txt	Gideon; or, the patriot. An epic poem: in twelve books. Upon a Hebrew plan. In honour of the two chief virtues of a people; intrepidity in foreign war: and spirit of domestic liberty. With miscellaneous notes, and large reflections,	Hill, Aaron, 1685-1750.	1749.	English	CC BY-SA
5318	http://ota.ox.ac.uk/text/5318.txt	A voyage to New Holland, &amp;c. in the year, 1699: Wherein are described, the Canary-Islands, the Isles of Mayo and St Jago. The Bay of All Saints, with the forts and town of Bahia in Brasil. ... A table of all the variations observ'd in this voyage. ... The isles and coast, &amp;c. of New Holland. ... Illustrated with several maps and draughts; ... Vol.III. By Captain William Dampier.	Dampier, William, 1652-1715.	1703.	English	CC BY-SA
5677	http://ota.ox.ac.uk/text/5677.txt	Statutes of the Maiden Hospital: founded by the company of merchants of Edinburgh, and Mary Erskine.	Maiden Hospital (Edinburgh, Scotland)	1783.	English	CC BY-SA
3135	http://ota.ox.ac.uk/text/3135.txt	Summer	Wharton, Edith, 1862-1937	1917	English	CC BY-SA
4178	http://ota.ox.ac.uk/text/4178.txt	Silvia; or, the country burial. An opera: As it is performed at the Theatre-Royal in Lincoln's-Inn Fields. With the musick prefix'd to each song.	Lillo, George, 1693-1739.	1731 [1730]	English	CC BY-SA
4042	http://ota.ox.ac.uk/text/4042.txt	The national advocates, a poem. Affectionately inscribed to the Honourable Thomas Erskine, and Vicary Gibbs, Esquire	Hayley, William, 1745-1820.	1795.	English	CC BY-SA
4939	http://ota.ox.ac.uk/text/4939.txt	Discourses concerning government: by Algernon Sidney, ... Publish'd from an original manuscript. The second edition carefully corrected. To which is added, the paper he deliver'd to the Sheriffs immediately before his death. And an alphabetical table.	Sidney, Algernon, 1622-1683.	1704.	English	CC BY-SA
3575	http://ota.ox.ac.uk/text/3575.txt	Short sketch of temporary regulations: (until better shall be proposed) for the intended settlement on the grain coast of Africa, near Sierra Leona.	Sharp, Granville, 1735-1813.	1786.	English	CC BY-SA
4519	http://ota.ox.ac.uk/text/4519.txt	Every-body's business, is no-body's business: or, private abuses, publick grievances: exemplified in the pride, insolence, and exorbitant wages of our women-servants, footmen, &amp;c. With a proposal for amendment of the same; ... By Andrew Moreton, Esq;.	Defoe, Daniel, 1661?-1731.	1725.	English	CC BY-SA
3003	http://ota.ox.ac.uk/text/3003.txt	The revenger’s tragedy	Middleton, Thomas, 1580-1627	1606	English	CC BY-SA
4545	http://ota.ox.ac.uk/text/4545.txt	The voyages, travels and adventures, of William Owen Gwin Vaughan, Esq: With the history of his brother Jonathan Vaughan, six years a slave in Tunis. Intermix'd with the histories of Clerimont, Maria, Eleanora, and others. ... [pt.2]	Chetwood, W. R. (William Rufus), d. 1766.	1736.	English	CC BY-SA
5473	http://ota.ox.ac.uk/text/5473.txt	Evelina: or, a young lady's entrance into the world. ... [pt.1]	Burney, Fanny, 1752-1840.	1779.	English	CC BY-SA
4802	http://ota.ox.ac.uk/text/4802.txt	The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, œconomy, &amp;c. Together with the history of such minute insects as require investigation by the microscope. The whole illustrated by coloured figures, ... By E. Donovan. [pt.2]	Donovan, E. (Edward), 1768-1837.	1792-1801.	English	CC BY-SA
3892	http://ota.ox.ac.uk/text/3892.txt	Britannia and Batavia: a masque. Written on the marriage of the Princess Royal with his Highness the Prince of Orange. By the late Mr. Lillo.	Lillo, George, 1693-1739.	1740.	English	CC BY-SA
4338	http://ota.ox.ac.uk/text/4338.txt	What if the Swedes should come?: With some thoughts about keeping the army on foot, whether they come or not.	Defoe, Daniel, 1661?-1731.	1717.	English	CC BY-SA
3368	http://ota.ox.ac.uk/text/3368.txt	Lectures on rhetoric and belles lettres: By Hugh Blair, ... In three volumes. ... [pt.1]	Blair, Hugh, 1718-1800.	1783.	English	CC BY-SA
5124	http://ota.ox.ac.uk/text/5124.txt	The young widow; or the history of Cornelia Sedley: in a series of letters. ... [pt.2]	Hayley, William, 1745-1820.	1789.	English	CC BY-SA
3851	http://ota.ox.ac.uk/text/3851.txt	The association: or, liberty and loyalty. Verses occasion'd by the present unnatural rebellion. By Theophilus Cibber	Cibber, Theophilus, 1703-1758.	1745.	English	CC BY-SA
3039	http://ota.ox.ac.uk/text/3039.txt	On the Origin of Species by Means of Natural Selection, or the Preservation of Favoured Races in the Struggle for Life	Darwin, Charles, 1809-1882	1859	English	CC BY-SA
5190	http://ota.ox.ac.uk/text/5190.txt	The advancement and reformation of modern poetry: A critical discourse. In two parts. ... By Mr Dennis.	Dennis, John, 1657-1734.	1701.	English	CC BY-SA
5091	http://ota.ox.ac.uk/text/5091.txt	Cupid and Hymen: or, a voyage to the isles of love and matrimony. ... Translated from the French original. To which is added, The batchelor's estimate of the expences attending a married life. The married man's answer to it : ... By John Single, ...	Carey, Henry, 1687?-1743.	1742.	English	CC BY-SA
4984	http://ota.ox.ac.uk/text/4984.txt	A collection of poems in four volumes. By several hands: [pt.1]	Pearch, G.	1770.	English	CC BY-SA
5478	http://ota.ox.ac.uk/text/5478.txt	The history of Sir George Warrington: or the political Quixote. By the author of The female Quixote. In three volumes. ... [pt.3]	Lennox, Charlotte, ca. 1729-1804.	1797.	English	CC BY-SA
3642	http://ota.ox.ac.uk/text/3642.txt	Caution recommended in the use and application of Scripture language: A sermon preached July 15, 1777, in the cathedral church of Carlisle, at the visitation of the Right Reverend Edmund, Lord Bishop of Carlisle. By William Paley, ...	Paley, William, 1743-1805.	1777.	English	CC BY-SA
5020	http://ota.ox.ac.uk/text/5020.txt	The history and description of the famous cathedral of St. Paul's, London: [pt.1]	Boreman, Thomas, fl. 1730-1743.	1741.	English	CC BY-SA
5230	http://ota.ox.ac.uk/text/5230.txt	Passages selected by distinguished personages: on the great literary trial of Vortigern and Rowena; a comi-tragedy. ... Volume I. [pt.2]	Dudley, H. Bate, Sir (Henry Bate), 1745-1824.	[1798?]	English	CC BY-SA
3550	http://ota.ox.ac.uk/text/3550.txt	Columbus: or, a world discovered. An historical play. As it is performed at the Theatre-Royal, Covent-Garden. By Thomas Morton, ...	Morton, Thomas, 1764-1838.	1792.	English	CC BY-SA
5687	http://ota.ox.ac.uk/text/5687.txt	Observations on the effects of sea water in the scurvy and scrophula: in which a new theory of those diseases is attempted; ... By William Logan.	Logan, William, 1747-1772.	1770.	English	CC BY-SA
3512	http://ota.ox.ac.uk/text/3512.txt	Cursory remarks on Mr. Gilbert's last bill: for the better relief, and employment of the poor, &amp;c. and his considerations thereon: in a letter to that gentleman. By H. Bate Dudley, ...	Dudley, H. Bate, Sir (Henry Bate), 1745-1824.	1788.	English	CC BY-SA
4724	http://ota.ox.ac.uk/text/4724.txt	The question as it stood in March 1798	Francis, Philip, Sir, 1740-1818.	[1798]	English	CC BY-SA
5466	http://ota.ox.ac.uk/text/5466.txt	The Newcastle and Gateshead directory: for 1782, 83, and 84. Containing the names, trades, and situation of the warehouses, shops, &amp;c. ...	Whitehead, William, of Newcastle.	[1782?]	English	CC BY-SA
4636	http://ota.ox.ac.uk/text/4636.txt	An essay towards a new theory of vision. By George Berkeley,	Berkeley, George, 1685-1753.	1709.	English	CC BY-SA
3623	http://ota.ox.ac.uk/text/3623.txt	An historical account of all the voyages round the world, performed by English navigators; including those lately undertaken by order of His present Majesty. The whole faithfully extracted from the journals of the voyagers. ... In four volumes.: [pt.2]	Henry, David, 1710-1792.	1773-74.	English	CC BY-SA
4203	http://ota.ox.ac.uk/text/4203.txt	The spleen: or, the offspring of folly. A lyri-comi-tragic tale. In four cantos. ... Dedicated to George Colman, Esq. Author of the spleen, a comic piece, ...	Kenrick, W. (William), 1725?-1779.	1776.	English	CC BY-SA
3332	http://ota.ox.ac.uk/text/3332.txt	Advice to all parties: By the author of The true-born English-man.	Defoe, Daniel, 1661?-1731.	1705.	English	CC BY-SA
5388	http://ota.ox.ac.uk/text/5388.txt	John the shopkeeper turned sailor; Part III	More, Hannah, 1745-1833.	[1796]	English	CC BY-SA
3944	http://ota.ox.ac.uk/text/3944.txt	Essays on various subjects: principally designed for young ladies.	More, Hannah, 1745-1833.	1777.	English	CC BY-SA
4067	http://ota.ox.ac.uk/text/4067.txt	Momus, a poem; or a critical examination into the merits of the performers, and comic pieces, at the Theatre-Royal in the Hay-Market	Carey, George Saville, 1743-1807.	[1767]	English	CC BY-SA
3441	http://ota.ox.ac.uk/text/3441.txt	The true merits of a late treatise, printed in America, intitled, Common sense: clearly pointed out. Addressed to the inhabitants of America. By a late member of the Continental Congress, a native of a republican state.	Late Member of the Continental Congress.	1776.	English	CC BY-SA
4827	http://ota.ox.ac.uk/text/4827.txt	Observations on the River Wye: and several parts of South Wales, &amp;c. relative chiefly to picturesque beauty; made in the summer of the year 1770, second edition, by William Gilpin, ...	Gilpin, William, 1724-1804.	1789.	English	CC BY-SA
4054	http://ota.ox.ac.uk/text/4054.txt	General view of the agriculture of the county of Northumberland: with observations on the means of its improvement; drawn up for the consideration of the Board of Agriculture and Internal Improvement, by J. Bailey and G. Culley.	Bailey, J. (John), 1750-1819.	1797.	English	CC BY-SA
5601	http://ota.ox.ac.uk/text/5601.txt	A new analysis of the Bristol waters: together with the cause of the diabetes and hectic. And their cure, as it results from those waters, experimentally consider'd. ... By John Shebbeare, ...	Shebbeare, John, 1709-1788.	1740.	English	CC BY-SA
5292	http://ota.ox.ac.uk/text/5292.txt	Remarks on Mr. Gilbert Wakefield's Enquiry into the expediency and propriety of public or social worship: By Anna Lætitia Barbauld.	Barbauld, Mrs. (Anna Letitia), 1743-1825.	1792.	English	CC BY-SA
3204	http://ota.ox.ac.uk/text/3204.txt	Can you forgive her?	Trollope, Anthony, 1815-1882	1864	English	CC BY-SA
3818	http://ota.ox.ac.uk/text/3818.txt	The castle of indolence: an allegorical poem. Written in imitation of Spenser. By James Thomson.	Thomson, James, 1700-1748.	1748.	English	CC BY-SA
5167	http://ota.ox.ac.uk/text/5167.txt	The monk: a romance. In three volumes. ... [pt.2]	Lewis, M. G. (Matthew Gregory), 1775-1818.	1796.	English	CC BY-SA
4337	http://ota.ox.ac.uk/text/4337.txt	The validity of the renunciations of former powers, enquired into, and the present renuncniation of the Duke of Anjou, impartially considered. With a preface, relating to the guarantee for the Protestant succession	Defoe, Daniel, 1661?-1731.	1712.	English	CC BY-SA
4406	http://ota.ox.ac.uk/text/4406.txt	The castle of Otranto: a story. Translated by William Marshal, Gent. from the original Italian of Onuphrio Muralto, ...	Walpole, Horace, 1717-1797.	1765 [i.e. 1764]	English	CC BY-SA
3857	http://ota.ox.ac.uk/text/3857.txt	The natural history of British shells: ... By E. Donovan, ... [pt.1]	Donovan, E. (Edward), 1768-1837.	1799-1803.	English	CC BY-SA
4086	http://ota.ox.ac.uk/text/4086.txt	Of the Patagonians. Formed from the relation of Father Falkener a Jesuit who had resided among them thirty eight years. And from the different voyagers who had met with this tall race	Pennant, Thomas, 1726-1798.	1788.	English	CC BY-SA
3747	http://ota.ox.ac.uk/text/3747.txt	The fall of Mexico, a poem. By Mr. Jerningham	Jerningham, Mr. (Edward), 1737?-1812.	1775.	English	CC BY-SA
4223	http://ota.ox.ac.uk/text/4223.txt	A vindication of the rights of woman: with strictures on political and moral subjects. By Mary Wollstonecraft.	Wollstonecraft, Mary, 1759-1797.	1792.	English	CC BY-SA
5454	http://ota.ox.ac.uk/text/5454.txt	Divine songs: attempted in easy language for the use of children. By I. Watts, D.D.	Watts, Isaac, 1674-1748.	1777.	English	CC BY-SA
4995	http://ota.ox.ac.uk/text/4995.txt	Evenings at home; or, the juvenile budget opened: Consisting of a variety of miscellaneous pieces, ... [pt.2]	Aikin, John, 1747-1822.	1792-96.	English	CC BY-SA
3741	http://ota.ox.ac.uk/text/3741.txt	A sermon preach'd at the parish church of St. Peter's Cornhill; on the Sunday after the late dreadful fire in that neighbourhood. By Thomas Francklin,	Francklin, Thomas, 1721-1784.	1748.	English	CC BY-SA
3109	http://ota.ox.ac.uk/text/3109.txt	Cousin Phillis	Gaskell, Elizabeth Cleghorn, 1810-1865	1863	English	CC BY-SA
5534	http://ota.ox.ac.uk/text/5534.txt	Explanatory remarks on the great utility of hospitals for the sick and poor: By a governor of Addenbrooke's Hospital.	Governor, of Addenbrooke's Hospital.	1776.	English	CC BY-SA
5550	http://ota.ox.ac.uk/text/5550.txt	A treatise of the venereal disease: plainly discovering and directing both sexes, how they may become their own doctors. Teaching them plainly, and perfectly to know their own condition ... And how to cure themselves ... Also to heal all gleets ...	Rock, Dr. (Richard), 1708-1774.	[1745?]	English	CC BY-SA
3847	http://ota.ox.ac.uk/text/3847.txt	The apprentice turned master: or, the second part of the two shoemakers. ...	More, Hannah, 1745-1833.	[1796]	English	CC BY-SA
5228	http://ota.ox.ac.uk/text/5228.txt	A tract on duelling: wherein the opinions of some of the most celebrated writers on crown law are examined and corrected ... in order to ascertain the due distinction between manslaughter and murder. By Granville Sharp.	Sharp, Granville, 1735-1813.	1790.	English	CC BY-SA
3010	http://ota.ox.ac.uk/text/3010.txt	Osudy dobrého vojáka Svejka za svetové války	Hašek, Jaroslav, 1883-1923	1923	Czech	CC BY-SA
5239	http://ota.ox.ac.uk/text/5239.txt	Shakespear illustrated: or the novels and histories, on which the plays of Shakespear are founded, collected and translated from the original authors. With critical remarks. The third and last volume. By the author of The female Quixote. [pt.3]	Lennox, Charlotte, ca. 1729-1804.	1754.	English	CC BY-SA
5231	http://ota.ox.ac.uk/text/5231.txt	Passages selected by distinguished personages: on the great literary trial of Vortigern and Rowena; a comi-tragedy. ... [pt.3]	Dudley, H. Bate, Sir (Henry Bate), 1745-1824.	[1798?]	English	CC BY-SA
3184	http://ota.ox.ac.uk/text/3184.txt	A treatise of schemes &amp; tropes: very profytable for the better understanding of good authors, gathered out of the best grammarians &amp; oratours 	Sherry, Richard, ca. 1506-ca. 1555	1550	English	CC BY-SA
3161	http://ota.ox.ac.uk/text/3161.txt	Letter to a friend	Browne, Thomas, Sir, 1605-1682	1690	English	CC BY-SA
4529	http://ota.ox.ac.uk/text/4529.txt	A tour thro' the whole island of Great Britain: Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; ... By a gentleman. ... [pt.3]	Defoe, Daniel, 1661?-1731.	1742.	English	CC BY-SA
4470	http://ota.ox.ac.uk/text/4470.txt	A new test of the Church of England's loyalty: or, Whiggish loyalty and church loyalty compar'd.	Defoe, Daniel, 1661?-1731.	1702?]	English	CC BY-SA
5165	http://ota.ox.ac.uk/text/5165.txt	An essay concerning the effects of air on human bodies: By John Arbuthnot, ...	Arbuthnot, John, 1667-1735.	1733.	English	CC BY-SA
3306	http://ota.ox.ac.uk/text/3306.txt	Sir Gawain and the Green Knight	(unknown)		English, Middle (1100-1500)	CC BY-SA
3127	http://ota.ox.ac.uk/text/3127.txt	Women in Love	Lawrence, D.H. (David Herbert), 1885-1930	1920	English	CC BY-SA
4108	http://ota.ox.ac.uk/text/4108.txt	The poetical works of David Garrick, Esq. Now first collected into two volumes. With explanatory notes.: [pt.2]	Garrick, David, 1717-1779.	1785.	English	CC BY-SA
3999	http://ota.ox.ac.uk/text/3999.txt	The hotel: or, the double valet. A farce, in two acts. As it is performed at the Theatre-Royal in Drury-Lane. By Thomas Vaughan, Esq.	Vaughan, Thomas, fl. 1772-1820.	1776.	English	CC BY-SA
3379	http://ota.ox.ac.uk/text/3379.txt	Henry and Rosamond: A tragedy. Dedicated to Sir John Philipps, Bart. By William Hawkins, ...	Hawkins, William, 1722-1801.	1749.	English	CC BY-SA
5142	http://ota.ox.ac.uk/text/5142.txt	The confessions of James Baptiste Couteau: citizen of France, written by himself: and translated from the original French, by Robert Jephson, Esq. Illustrated with nine engravings. ... [pt.2]	Jephson, Robert, 1736-1803.	1794.	English	CC BY-SA
3592	http://ota.ox.ac.uk/text/3592.txt	Achilles: An opera. As it is perform'd at the Theatre-Royal in Covent-Garden. Written by the late Mr. Gay. With the musick prefix'd to each song.	Gay, John, 1685-1732.	1733.	English	CC BY-SA
3844	http://ota.ox.ac.uk/text/3844.txt	An appendix to John Bull still in his senses: or, Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and publish'd, (as well as the three former parts) by the author of the New Atalantis.	Arbuthnot, John, 1667-1735.	1712.	English	CC BY-SA
5051	http://ota.ox.ac.uk/text/5051.txt	The habitable world described: or the present state of the people in all parts of the globe, from north to south; shewing the situation, extent, climate, ... including all the new discoveries: ... With a great variety of maps and copper-plates, ... By the Rev. Dr. John Trusler. ... [pt.17]	Trusler, John, 1735-1820.	1788-97.	English	CC BY-SA
4345	http://ota.ox.ac.uk/text/4345.txt	The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,: [pt.1]	Holcroft, Thomas, 1745-1809.	1783.	English	CC BY-SA
5623	http://ota.ox.ac.uk/text/5623.txt	The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brooke. [pt.3]	Brooke, Henry, 1703?-1783.	1765-70.	English	CC BY-SA
5516	http://ota.ox.ac.uk/text/5516.txt	An essay on the rhus toxicodendron: pubescent poison oak, or sumach, with cases shewing it's efficacy in the cure of paralysis, ... By John Alderson, ...	Alderson, John, 1757-1829.	[1794]	English	CC BY-SA
3474	http://ota.ox.ac.uk/text/3474.txt	Songs, duets, trios, &amp;c. in The silver tankard; or, ehe [sic] point at Portsmouth. As performed at the Theatre-Royal in the Hay-Market	Craven, Elizabeth Craven, Baroness, 1750-1828.	1781.	English	CC BY-SA
5240	http://ota.ox.ac.uk/text/5240.txt	The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ... [pt.1]	Buffon, Georges Louis Leclerc, comte de, 1707-1788.	1793.	English	CC BY-SA
4821	http://ota.ox.ac.uk/text/4821.txt	Sermons. By Charles Churchill	Churchill, Charles, 1731-1764.	1765.	English	CC BY-SA
5157	http://ota.ox.ac.uk/text/5157.txt	A collection of poems in six volumes. By several hands: [pt.6]	Dodsley, Robert, 1703-1764.	1763.	English	CC BY-SA
3591	http://ota.ox.ac.uk/text/3591.txt	The author: A poem. By C. Churchill.	Churchill, Charles, 1731-1764.	1763.	English	CC BY-SA
5588	http://ota.ox.ac.uk/text/5588.txt	The case of the barbers of London	Barbers' Company (London, England)	1745?]	English	CC BY-SA
4683	http://ota.ox.ac.uk/text/4683.txt	Aristotle's master-piece: or the secrets of generation display'd in all the parts thereof; ... Very necessary for all midwives, nurses and young-married-women.	Aristotle.	1704.	English	CC BY-SA
3510	http://ota.ox.ac.uk/text/3510.txt	The cestus: a serenata. Performed at the Royal Circus, in St. George's Fields.	Dibdin, Charles, 1745-1814.	1783.	English	CC BY-SA
5215	http://ota.ox.ac.uk/text/5215.txt	The law of passive obedience: or Christian submission to personal injuries: ... By Granville Sharp.	Sharp, Granville, 1735-1813.	1776?]	English	CC BY-SA
5220	http://ota.ox.ac.uk/text/5220.txt	The younger brother: a novel, in three volumes, written by Mr. Dibdin. ... [pt.3]	Dibdin, Charles, 1745-1814.	[1793]	English	CC BY-SA
4261	http://ota.ox.ac.uk/text/4261.txt	Sprigs of laurel: a comic opera. In two acts. As performed, with universal applause, at the Theatre-Royal, Covent-Garden. Written by John O'Keeffee [sic], ...	O'Keeffe, John, 1747-1833.	1793.	English	CC BY-SA
5481	http://ota.ox.ac.uk/text/5481.txt	Unto the Right Honourable, the Lords of Council and Session, the petition of John and William Cunningham and Company brewers in Glasgow, James Hotchkis and Company brewers in Edinburgh, and James Graham vintner in Glasgow, for themselves, and as trustees of William MʻGregor late tenant in Parkhall,	John and William Cunningham and Company (Brewers : Glasgow, Scotland)	1770]	English	CC BY-SA
3245	http://ota.ox.ac.uk/text/3245.txt	My first summer in the Sierra	Muir, John, 1838-1914	1911	English	CC BY-SA
5443	http://ota.ox.ac.uk/text/5443.txt	Like master, like man: A comedy of two acts. Alter'd from Sir John Vanbrugh. As perform'd at the Theatre, in Smock-Alley.	King, Thomas, 1730-1805.	1766.	English	CC BY-SA
5182	http://ota.ox.ac.uk/text/5182.txt	Airs and chorusses in The Princess of Georgia: an opera: written by Her Serene Highness the Margravine of Anspach, and performed at Brandenburgh-House Theatre, 1798.	Craven, Elizabeth Craven, Baroness, 1750-1828.	1798?]	English	CC BY-SA
3413	http://ota.ox.ac.uk/text/3413.txt	Proposals for publishing by subscription, dedicated, with permission, to the most noble the Marquis of Salisbury, A complete history of the English stage ... The whole written, with the asistance of interesting documents, collected in the course of five and thirty years, by Mr. Dibdin	Dibdin, Charles, 1745-1814.	1796?]	English	CC BY-SA
3476	http://ota.ox.ac.uk/text/3476.txt	Sacred dramas: chiefly intended for young persons: the subjects taken from the Bible. To which is added, Sensibility, a poem.	More, Hannah, 1745-1833.	1782.	English	CC BY-SA
4379	http://ota.ox.ac.uk/text/4379.txt	The Iliad: of Homer. Translated by Mr. Pope. [pt.6]	Homer.	1715-20.	English	CC BY-SA
